hotel_id,room_id,name,amenities
A-44561,RA-77202,Premium Triple Rooms · City view,Double Bed|200 sq.ft|4 Adults|Blanket|Air conditioning|Attached washroom|Fan|Desk
A-52559,RA-91456,Triple Room,
A-70585,RA-25380,Classic Room,Double Bed|100 sq.ft|2 Adults|Coffee machine|Fridge|Minibar|Separate living room|Wardrobe/closet
A-76343,RA-63885,Standard Twin,Twin Bed|140 sq.ft|2 Adults|Wardrobe/closet|Blanket|Toiletries|WiFi access|Water bottle
A-47437,RA-60692,"Classic Studio, City View",
A-69239,RA-85528,Queen Suite · City view,Double Bed|3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-08836,RA-39042,Family Suite Room · City view,Double Bed|400 sq.ft|3 Adults|Blanket|TV|Toiletries|Towels|Hairdryer
A-89894,RA-95802,Executive Twin,
A-13714,RA-51244,Deluxe Room · City view,Double Bed|110 sq.ft|3 Adults|Fridge|Minibar|Wardrobe/closet|TV|Ironing facilities
A-21006,RA-83237,Super Deluxe Room,Double Bed|135 sq.ft|2 Adults
A-88685,RA-17078,Standard Condo 3 Bedroom,
A-49848,RA-80326,Deluxe Room · City view,Double Bed|110 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-71587,RA-84556,Family Room,Double Bed|150 sq.ft|2 Adults|Attached washroom|Fan|Accessible by elevator
A-09603,RA-85549,Premium King Twin Room · City view,Twin Bed|258 sq.ft|3 Adults|Fridge|Minibar|Wardrobe/closet|Blanket|TV
A-34822,RA-77326,Deluxe Room,194 sq.ft|2 Guests|Tea/coffee maker|Blackout curtains|Flat-screen TV|Sofa|Linens
A-51515,RA-39565,Executive Room · City view,Double Bed|324 sq.ft|3 Adults|Fridge|Blanket|Water bottle|Attached washroom|Dental kit|Charging points
A-83975,RA-66283,Deluxe Room,
A-76554,RA-28292,Deluxe Suite,
A-69646,RA-65547,Premium Double Room · City view,Double Bed|160 sq.ft|3 Adults|Fridge|TV|Air conditioning|Towels|Fan
A-99710,RA-97483,Premium Room · City view,Double Bed|144 sq.ft|2 Adults|Fridge|Ironing facilities|Air conditioning|Water bottle|Attached washroom
A-05738,RA-49285,Deluxe Room,Double Bed|140 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-57164,RA-68628,Classic Room,Double Bed|120 sq.ft|2 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-37004,RA-10264,Standard Twin,Twin Bed|140 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Attached washroom
A-72942,RA-62758,Suites · City view,King Bed|450 sq.ft|3 Adults|Minibar|Sofa|Wardrobe/closet|Blanket|TV
A-31516,RA-44101,"Standard Double Room, City View",
A-62237,RA-39889,Deluxe,Queen Bed|97 sq.ft|2 Adults|TV|Air conditioning|WiFi access|Housekeeping|Attached washroom
A-34279,RA-33703,Premium Room,
A-48014,RA-06311,Deluxe Double Room with Air Conditioning,22 sq.ft|3 Guests|Air conditioning
A-19407,RA-53024,1BHK,King Bed|250 sq.ft|3 Adults|Blackout curtains|Flat-screen TV|Walk-in closet|Linens|Feather pillow
A-08901,RA-34197,Deluxe Triple Room · City view,King Bed|250 sq.ft|3 Adults|Wardrobe/closet|Blanket|Air conditioning|Water bottle|Housekeeping
A-65869,RA-19365,Deluxe Room · City view,Double Bed|225 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-82813,RA-30517,Run of the house,
A-43299,RA-59917,Suite · City view,Double Bed|550 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-21949,RA-47880,Two Bedroom Penthouse Apartment · City view,Double Bed|538 sq.ft|6 Adults|Fridge|Blanket|TV|Air conditioning|WiFi access
A-28599,RA-75033,1BHK (AC in Bedroom) · City view,Double Bed|375 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-59744,RA-66045,Deluxe Double Room · City view,Double Bed|150 sq.ft|3 Adults|Flat-screen TV|Air conditioning|WiFi access|Attached washroom|Fan|Electric kettle
A-13616,RA-76670,"Standard Double Room, City View · City view","FullBed,QueenBed,TwinXLBed|1160 sq.ft|3 Adults|Fridge|TV|Microwave|Oven|Hairdryer"
A-63347,RA-78924,Deluxe AC Room · City view,King Bed|12 sq.ft|3 Adults|Flat-screen TV|Linens|Wake up service|Blanket|TV
A-85183,RA-39249,Deluxe Twin Room,
A-53789,RA-43655,Deluxe · City view,Double Bed|120 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-24642,RA-12250,Deluxe with Twin Bed,
A-53278,RA-60992,Executive room · City view,Double Bed|240 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Toiletries
A-57726,RA-00530,Deluxe Room,King Bed|270 sq.ft|3 Adults|Fridge|Minibar|Separate living room|Sofa|Blanket
A-59205,RA-34122,Executive Room · City view,KingBed|160 sq.ft|2 Adults|Wardrobe/closet|Air conditioning|Toiletries|Shower|Body soap
A-16880,RA-94142,Ananta,King Bed|350 sq.ft|6 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-84651,RA-34901,House,
A-30278,RA-90515,Standard Twin,Twin Bed|140 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Fan
A-99316,RA-42076,Luxury Room · City view,King Bed|250 sq.ft|2 Adults|Fridge|Wine glasses|Blackout curtains|Flat-screen TV|Duvet
A-50145,RA-15910,Standard Room · City view,Double Bed|125 sq.ft|3 Adults|Minibar|Linens|Blanket|TV|Towels
A-15010,RA-43509,Standard Room Non AC · City view,Double Bed|180 sq.ft|3 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-96180,RA-04468,Premium,Double Bed|125 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-67035,RA-22294,Deluxe,
A-22978,RA-68812,Classic,100 sq.ft|3 Adults|Flat-screen TV|Attached washroom|Fan
A-78730,RA-61214,Standard Room,
A-70082,RA-23302,Standard Double Room · City view,Queen Bed|150 sq.ft|2 Adults|Fridge|Blackout curtains|Flat-screen TV|Wardrobe/closet|Blanket
A-63460,RA-45835,"Deluxe Room, City View",
A-54967,RA-82730,Earth Rooms · City view,Double Bed|240 sq.ft|3 Adults|Separate living room|Wardrobe/closet|TV|Air conditioning|Toiletries
A-56547,RA-52033,Balcony Room · City view,Double Bed|249 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-60358,RA-65893,Executive King · City view,Double Bed|220 sq.ft|3 Adults|Sofa|Wardrobe/closet|Blanket|TV|Toiletries
A-44932,RA-47591,Standard Room · City view,Double Bed|220 sq.ft|2 Adults|Blackout curtains|Blanket|Attached washroom|Fan|Charging points|Trash can
A-81159,RA-39582,Premium Room,Double Bed|140 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-54777,RA-64655,"Deluxe Triple Room, Air conditioning",
A-77913,RA-18562,Deluxe Double Room · City view,Double Bed|170 sq.ft|3 Adults|Fridge|TV|Air conditioning|Towels|Fan
A-66122,RA-19631,Comfort Room · City view,King Bed|250 sq.ft|3 Adults|Minibar|Flat-screen TV|Blanket|TV|Ironing facilities
A-54598,RA-04604,Standard Double Room,
A-85829,RA-58549,Premium Double Room · City view,Double Bed|180 sq.ft|3 Adults|Fridge|Dining table|Sofa|TV|Air conditioning
A-22704,RA-51454,Family Room · City view,Double Bed|100 sq.ft|2 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-28020,RA-92369,Apartment,Bedroom 1: :1 king bed;Bedroom 2: :1 queen bed;Bedroom 3: :1 queen bed|12917 sq.ft|6 Guests|Fridge|Wine glasses|Dining table|Sofa|Streaming services
A-63338,RA-60143,Deluxe Room (Superior Room Double),333 sq.ft|2 Adults|Coffee machine|Minibar|Blackout curtains|Wardrobe/closet|Air conditioning
A-24581,RA-81674,Home,2 Guests|Linens|Wardrobe/closet|TV|Air conditioning|Toiletries
A-34176,RA-97114,Deluxe Triple Room · City view,Triple Bed|3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan|Charging points
A-22748,RA-01402,Standard Room · City view,Twin Bed|215 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-11940,RA-20905,Den Bedroom with Balcony · City view,Queen Bed|247 sq.ft|3 Adults|Tea/coffee maker|Dining area|Linens|Wardrobe/closet|Wake up service
A-16623,RA-20396,Sun Set room · City view,King Bed|600 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|Toiletries
A-18089,RA-61209,Classic,130 sq.ft|3 Adults|Flat-screen TV|Attached washroom|Fan
A-96160,RA-11016,Villa · City view,King Bed|150 sq.ft|12 Adults|Blanket|Iron|WiFi access|Attached washroom|Fan
A-91182,RA-45876,LUXURY TRIPLE · City view,King Bed|220 sq.ft|2 Adults|Spa tub|Wine/champagne|Chocolate/cookies|Fridge|Blackout curtains
A-99774,RA-74939,Standard Apartment,
A-93844,RA-22794,Executive Room Non AC · City view,Double Bed|200 sq.ft|2 Adults|Fridge|Wardrobe/closet|Blanket|TV|Toiletries
A-27351,RA-15806,Basic Room,Double Bed|110 sq.ft|2 Adults|Blanket|TV|Towels|WiFi access|Attached washroom
A-71167,RA-36451,Deluxe,2 Adults
A-49989,RA-66425,"Comfort Double Room, 1 Double Bed, Balcony",FullBed|2152 sq.ft|2 Adults|Streaming services|Ironing facilities|Air conditioning|Hairdryer|Private bathroom
A-88791,RA-51173,Deluxe Room · City view,Double Bed|125 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|Towels|Bathtub
A-52452,RA-01454,Classic,Double Bed|130 sq.ft|3 Adults|Flat-screen TV|Fan
A-98384,RA-49398,Premium Room,
A-54214,RA-22255,Deluxe Non- Air Conditioning Room,
A-24747,RA-84524,Executive Room,
A-49149,RA-75860,Economy Queen,Double Bed|170 sq.ft|2 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-87545,RA-57379,Double Room with Air Conditioning,
A-30754,RA-92579,Standard Room,Double Bed|125 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-49507,RA-98165,I Comfort · City view,Double Bed|120 sq.ft|2 Adults|Linens|Wardrobe/closet|Blanket|TV|Ironing facilities
A-01031,RA-84764,King Premier · City view,King Bed|250 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom
A-24911,RA-14433,Executive Room,
A-28577,RA-06058,StayMazing Manyata 1BHK Boutique AC Apartments in Hebbal · City view,Double Bed|3 Adults|Blanket|TV|Air conditioning|Water bottle|Attached washroom
A-54577,RA-11544,Superior Room,250 sq.ft|3 Adults|TV|Toiletries|Private bathroom|Shower|Body soap
A-89970,RA-08517,Deluxe Room · City view,Double Bed|180 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Air conditioning|Toiletries
A-53396,RA-35629,Premium Kitchenette Room · City view,Double Bed|210 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-86122,RA-24341,Studio With Kitchen and Balcony · City view,Double Bed|409 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-98925,RA-21235,Executive Four Bed Non AC · City view,Double Bed|211 sq.ft|4 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-31434,RA-61163,Family Room,
A-13206,RA-09203,Deluxe Twin · Street View,Twin Bed|200 sq.ft|2 Adults|TV|Air conditioning|Water bottle|Desk|Safe|First aid kit
A-81853,RA-05901,Standard Twin,Twin Bed|120 sq.ft|2 Adults|Duvet|Blanket|Towels|WiFi access|Water bottle
A-41510,RA-83283,Luxury King Room,King Bed|175 sq.ft|2 Adults|Blanket|TV|Attached washroom|Trash can
A-47801,RA-00033,Grand Deluxe Twin · Resort view,TwinBed|883 sq.ft|2 Adults|Coffee machine|Minibar|Blackout curtains|Wardrobe/closet|TV
A-42163,RA-17641,Deluxe Room · City view,Double Bed|150 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-52276,RA-67031,Signature Suite,
A-92747,RA-67437,Premium Room · City view,King Bed|260 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Attached washroom
A-06575,RA-13360,Deluxe Executive Room · City view,Double Bed|175 sq.ft|3 Adults|TV|Air conditioning|Towels|Private bathroom|Shower
A-36369,RA-81545,Premier 1 BHK · City view,King Bed|750 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Ironing facilities|Air conditioning
A-14649,RA-40647,Standard Double Room,2 Guests|Flat-screen TV|Linens|Wardrobe/closet|TV|Air conditioning
A-43116,RA-49140,Family Room,
A-31201,RA-18738,Classic,Double Bed|100 sq.ft|2 Adults|Flat-screen TV|Blanket|Attached washroom|Fan
A-47437,RA-33296,"Deluxe Apartment, City View",
A-98001,RA-24694,Deluxe Double Room,
A-05619,RA-20245,2 BHK · City view,Double Bed|290 sq.ft|3 Adults|Blanket|WiFi access|Water bottle|Attached washroom|Shower
A-56848,RA-71628,"Superior Room, 1 Queen Bed",2 Adults|Coffee machine|Wardrobe/closet|TV|Ironing facilities|Air conditioning
A-19073,RA-24652,Standard Room · City view,Double Bed|110 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-82350,RA-93032,Premier Deluxe,Double Bed|120 sq.ft|2 Adults|Air conditioning|Water bottle|Attached washroom|Accessible by elevator
A-43116,RA-52552,Executive Room · Garden view,200 sq.ft|2 Adults|Coffee machine|Blackout curtains|TV|Ironing facilities|Air conditioning
A-41914,RA-54941,Deluxe,3230 sq.ft|2 Guests|Tea/coffee maker|Blackout curtains|Linens|Wardrobe/closet|Extra long beds (> 6.5 ft)
A-73893,RA-90117,Deluxe AC Room,Double Bed|180 sq.ft|3 Adults|Blanket|Air conditioning|Fan
A-34125,RA-32449,Deluxe Double Room,
A-53948,RA-83810,Standard Queen Room - Non-Smoking Rooms · City view,Double Bed|150 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-29135,RA-40568,Classic,2 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-56986,RA-34394,Deluxe Room Non AC · City view,301 sq.ft|3 Adults|Blackout curtains|Wardrobe/closet|TV|Toiletries|Private bathroom
A-19551,RA-68694,Studio · City view,Double Bed|130 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan
A-49596,RA-30806,Superior Room,
A-10044,RA-45095,Deluxe Twin Room · City view,Twin Bed|260 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|TV|Ironing facilities
A-51842,RA-99587,AC Room · City view,Double Bed|225 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-32983,RA-25056,Executive Room · City view,Double Bed|340 sq.ft|3 Adults|Wardrobe/closet|Blanket|Attached washroom|Desk|Electric kettle
A-45572,RA-14805,Deluxe Double Room,KingBed|2 Adults|Fridge|Washing machine|Microwave|Stovetop|Toiletries
A-66974,RA-62168,Standard Room Non AC · City view,Double Bed|3 Adults|Blackout curtains|Wardrobe/closet|Blanket|Water bottle|Attached washroom
A-68084,RA-29441,"Guest room, 1 King",King Bed|366 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Air conditioning
A-68961,RA-47524,King Deluxe Room · City view,King Bed|420 sq.ft|3 Adults|Air conditioning|Water bottle|Attached washroom|Accessible by elevator
A-51515,RA-27906,Suite · City view,Double Bed|289 sq.ft|3 Adults|Fridge|Blanket|Air conditioning|Water bottle|Attached washroom
A-60178,RA-11728,Premium AC room · City view,Double Bed|180 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-97677,RA-07029,Premium Suite · City view,King Bed|1045 sq.ft|3 Adults|Fridge|Blackout curtains|Flat-screen TV|Sofa|Duvet
A-98398,RA-97341,Triple Room · City view,King Bed|150 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-94959,RA-83134,Double Room · City view,Double Bed|120 sq.ft|2 Adults|Linens|Blanket|TV|Air conditioning|Towels
A-75026,RA-85253,Spree Club Room with Kitchenette,Double Bed|320 sq.ft|3 Adults|Tea/coffee maker|Blackout curtains|Flat-screen TV|Separate living room|Sofa
A-51638,RA-62734,Deluxe Double Room · City view,Double Bed|150 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Wardrobe/closet|Blanket
A-20808,RA-11465,Suite Room · City view,Double Bed|485 sq.ft|4 Adults|Fridge|Minibar|Separate living room|Wardrobe/closet|Blanket
A-98272,RA-74318,Double Room,6459 sq.ft|2 Guests|Air conditioning
A-22158,RA-01808,"Elite Suite, Balcony, City View · City view",KingBed|280 sq.ft|3 Adults|Coffee machine|Minibar|Blackout curtains|Wardrobe/closet|Streaming services
A-19626,RA-63640,Deluxe Room,Double Bed|120 sq.ft|2 Adults|Blackout curtains|Blanket|WiFi access|Attached washroom|Fan
A-32386,RA-46536,Deluxe Room · City view,250 sq.ft|3 Adults|Minibar|Blackout curtains|TV|Ironing facilities|Toiletries
A-99671,RA-91635,Deluxe Room · City view,Double Bed|180 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|WiFi access
A-91182,RA-18985,Four Bed Room · City view,King Bed|220 sq.ft|2 Adults|Spa tub|Minibar|Blackout curtains|Duvet|Feather pillow
A-09909,RA-98612,Standard Double Room · City view,Double Bed|160 sq.ft|2 Adults|Blanket|Air conditioning|Attached washroom|Trash can
A-99040,RA-35073,Super Deluxe Twin,3 Adults|Separate living room|Wardrobe/closet|Blanket|TV|Ironing facilities
A-42701,RA-45828,Family Studio,
A-49533,RA-45997,Superior Room · City view,Double Bed|208 sq.ft|2 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-53697,RA-14367,Deluxe Double Room · City view,Double Bed|300 sq.ft|3 Adults|Flat-screen TV|Blanket|TV|Air conditioning|Toiletries
A-15399,RA-41439,Deluxe Room · City view,Queen Bed|192 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan|Desk
A-97649,RA-17779,Deluxe Room,FullBed|151 sq.ft|2 Adults|Wardrobe/closet|Toiletries|Private bathroom|Shower|Toilet paper
A-37578,RA-81130,Superior Room with Balcony · Balcony,Double Bed|210 sq.ft|3 Adults|Tea/coffee maker|Coffee machine|Fridge|Dining area|Dining table
A-46648,RA-67205,Superior Queen Room - Pet Allowed · City view,Queen Bed|323 sq.ft|2 Adults|Tea/coffee maker|Flat-screen TV|Duvet|Feather pillow|Wardrobe/closet
A-32648,RA-14595,SUPERIOR TWIN ROOM · City view,Twin Bed|200 sq.ft|2 Adults|Blanket|Air conditioning|Attached washroom
A-83223,RA-03796,Deluxe Room · City view,Double Bed|224 sq.ft|3 Adults|Fridge|Dining table|Wardrobe/closet|Blanket|TV
A-53948,RA-53012,Deluxe Queen Room - Non-Smoking Rooms · City view,Double Bed|165 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-69127,RA-41125,Superior Triple Room AC · City view,Single Bed|200 sq.ft|4 Adults|Blanket|Water bottle|Attached washroom
A-65869,RA-34647,Standard Room · City view,Double Bed|180 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-51132,RA-00962,Presidential Suite · City view,Double Bed|720 sq.ft|3 Adults|Minibar|Blanket|TV|Air conditioning|Toiletries
A-48106,RA-97329,Standard Double Room,Double Bed|160 sq.ft|2 Adults|Sofa|Wardrobe/closet|Blanket|TV|Ironing facilities
A-55306,RA-85337,Deluxe Room · City view,Double Bed|230 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-65482,RA-11557,Standard Room · City view,Double Bed|225 sq.ft|3 Adults|Fridge|Flat-screen TV|Sofa|Blanket|TV
A-41510,RA-82698,Penthouse Room with Bathtub · City view,King Bed|175 sq.ft|2 Adults|Blanket|TV|Bathtub|Attached washroom|Trash can
A-79925,RA-91332,Classic (2X) · City view,Double Bed|132 sq.ft|3 Adults|Sofa|Wardrobe/closet|Blanket|TV|Air conditioning
A-82612,RA-26045,Standard Double Room · City view,King Bed|160 sq.ft|2 Adults|Wine glasses|Blackout curtains|Wardrobe/closet|Blanket|TV
A-18617,RA-04710,Standard Twin,Twin Bed|120 sq.ft|2 Adults|Flat-screen TV|WiFi access|Attached washroom|Fan
A-84450,RA-07299,"Executive Double Room, City View · City view",FullBed|160 sq.ft|2 Adults|Coffee machine|Wardrobe/closet|TV|Air conditioning|Bathtub or shower
A-44100,RA-96750,Deluxe Double Room,
A-62796,RA-50826,Standard Apartment,
A-95100,RA-42950,Villa · City view,King Bed|400 sq.ft|10 Adults|Blanket|Iron|WiFi access|Attached washroom|Fan
A-29519,RA-29859,Classic Triple Room,
A-84624,RA-62171,Standard Room · City view,Double Bed|323 sq.ft|3 Adults|Blanket|Water bottle|Housekeeping|Attached washroom|Clothes rack
A-40336,RA-47360,"Deluxe Double Room, City View",
A-69809,RA-47288,Club Class A/c · City view,Double Bed|144 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Ironing facilities|Iron
A-15549,RA-70170,Classic Room,Double Bed|100 sq.ft|3 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-62237,RA-39097,Classic with Balcony,Double Bed|97 sq.ft|2 Adults|TV|Air conditioning|WiFi access|Housekeeping|Attached washroom
A-40059,RA-81166,Classic,Double Bed|130 sq.ft|2 Adults|Flat-screen TV|Attached washroom|Fan
A-62945,RA-29220,Deluxe Room · City view,Double Bed|196 sq.ft|3 Adults|Linens|Blanket|TV|Cushions|Water bottle
A-85070,RA-59088,House,
A-32164,RA-01523,Premium Room · City view,Double Bed|324 sq.ft|3 Adults|Minibar|Sofa|Blanket|TV|Ironing facilities
A-85940,RA-98871,House,
A-09998,RA-20341,Deluxe Room AC · City view,Double Bed|156 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-97408,RA-01588,Classic,130 sq.ft|3 Adults|Flat-screen TV|Attached washroom|Fan
A-86929,RA-97331,Comfort Double Room,
A-10390,RA-69023,Deluxe Triple Bed Room Non AC · City view,Double Bed|225 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Towels|Cushions
A-30464,RA-68297,Deluxe Room - 2 Single Beds · City view,Single Bed|240 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-85340,RA-07948,"Suite, 1 King",King Bed|689 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Air conditioning
A-71985,RA-58456,Cottage,
A-78077,RA-59789,Double Room · City view,Double Bed|120 sq.ft|3 Adults|Blanket|TV|Water bottle|Attached washroom|Fan|Accessible by elevator
